GT170 GHz magnetic field and derivatives for I1,..,I5=61.56 66.45 113.43 108.09  [A]
------------------------------------------------------------- 
Cathode is located in z_cat=0.136 [m] 
Cavity  is located in z_cav=0.49967 [m] 
 z [m]   Bz [T]   dBz/dz [T/m]    d2Bz/dz2 [T/m2]   Bz(r=25mm)   Br(r=25mm)   dBz/dz(r=25mm)  dBz/dr(r=25mm)   
 0.58300    5.98347    -17.86028     -167.62759      6.00983       0.22495     -18.13141       2.12207   
 0.58400    5.96553    -18.02703     -165.87937      5.99161       0.22706     -18.30248       2.10020   
 0.58500    5.94742    -18.19203     -164.10431      5.97323       0.22915     -18.47178       2.07798   
 0.58600    5.92915    -18.35523     -162.30246      5.95467       0.23121     -18.63930       2.05540   
 0.58700    5.91071    -18.51662     -160.47387      5.93595       0.23326     -18.80498       2.03246   
 0.58800    5.89211    -18.67617     -158.61865      5.91706       0.23528     -18.96881       2.00918   
 0.58900    5.87336    -18.83385     -156.73688      5.89801       0.23728     -19.13076       1.98554   
 0.59000    5.85445    -18.98964     -154.82871      5.87880       0.23925     -19.29079       1.96155   
 0.59100    5.83538    -19.14350     -152.89428      5.85943       0.24120     -19.44887       1.93721   
 0.59200    5.81616    -19.29542     -150.93376      5.83990       0.24313     -19.60498       1.91252   
 0.59300    5.79679    -19.44536     -148.94733      5.82022       0.24503     -19.75909       1.88749   
 0.59400    5.77727    -19.59330     -146.93522      5.80039       0.24690     -19.91117       1.86211   
 0.59500    5.75760    -19.73922     -144.89764      5.78040       0.24875     -20.06118       1.83640   
 0.59600    5.73779    -19.88309     -142.83487      5.76026       0.25057     -20.20910       1.81035   
 0.59700    5.71784    -20.02488     -140.74717      5.73998       0.25237     -20.35490       1.78396   
 0.59800    5.69774    -20.16458     -138.63484      5.71955       0.25414     -20.49856       1.75724   
 0.59900    5.67751    -20.30214     -136.49820      5.69899       0.25588     -20.64003       1.73020   
 0.60000    5.65714    -20.43756     -134.33760      5.67828       0.25760     -20.77931       1.70284   
 0.60100    5.63663    -20.57081     -132.15339      5.65743       0.25929     -20.91635       1.67516   
 0.60200    5.61600    -20.70186     -129.94597      5.63644       0.26095     -21.05113       1.64716   
 0.60300    5.59523    -20.83070     -127.71574      5.61533       0.26258     -21.18363       1.61886   
 0.60400    5.57434    -20.95729     -125.46314      5.59408       0.26419     -21.31382       1.59026   
 0.60500    5.55332    -21.08162     -123.18860      5.57270       0.26576     -21.44167       1.56136   
 0.60600    5.53217    -21.20366     -120.89262      5.55119       0.26731     -21.56716       1.53217   
 0.60700    5.51091    -21.32339     -118.57567      5.52957       0.26883     -21.69026       1.50270   
 0.60800    5.48953    -21.44080     -116.23827      5.50781       0.27032     -21.81095       1.47296   
 0.60900    5.46803    -21.55586     -113.88097      5.48594       0.27177     -21.92921       1.44294   
 0.61000    5.44642    -21.66856     -111.50431      5.46396       0.27320     -22.04501       1.41266   
 0.61100    5.42469    -21.77887     -109.10888      5.44186       0.27460     -22.15833       1.38212   
 0.61200    5.40286    -21.88677     -106.69526      5.41964       0.27597     -22.26915       1.35134   
 0.61300    5.38092    -21.99225     -104.26407      5.39732       0.27730     -22.37744       1.32032   
 0.61400    5.35888    -22.09529     -101.81596      5.37489       0.27861     -22.48319       1.28907   
 0.61500    5.33673    -22.19588      -99.35156      5.35235       0.27988     -22.58638       1.25760   
 0.61600    5.31449    -22.29399      -96.87155      5.32972       0.28112     -22.68699       1.22591   
 0.61700    5.29214    -22.38962      -94.37663      5.30698       0.28233     -22.78500       1.19402   
 0.61800    5.26971    -22.48274      -91.86749      5.28415       0.28351     -22.88039       1.16193   
 0.61900    5.24718    -22.57335      -89.34486      5.26122       0.28466     -22.97314       1.12966   
 0.62000    5.22456    -22.66142      -86.80947      5.23820       0.28577     -23.06325       1.09722   
 0.62100    5.20186    -22.74696      -84.26209      5.21509       0.28685     -23.15069       1.06461   
 0.62200    5.17907    -22.82994      -81.70347      5.19190       0.28790     -23.23545       1.03185   
 0.62300    5.15620    -22.91036      -79.13440      5.16862       0.28891     -23.31753       0.99894   
 0.62400    5.13325    -22.98821      -76.55567      5.14527       0.28990     -23.39690       0.96590   
 0.62500    5.11022    -23.06347      -73.96809      5.12183       0.29085     -23.47355       0.93273   
 0.62600    5.08712    -23.13614      -71.37249      5.09832       0.29176     -23.54748       0.89945   
 0.62700    5.06395    -23.20621      -68.76968      5.07474       0.29264     -23.61867       0.86608   
 0.62800    5.04071    -23.27368      -66.16052      5.05108       0.29349     -23.68712       0.83261   
 0.62900    5.01741    -23.33853      -63.54584      5.02736       0.29431     -23.75282       0.79907   
 0.63000    4.99404    -23.40077      -60.92652      5.00358       0.29509     -23.81576       0.76546   
 0.63100    4.97060    -23.46039      -58.30341      4.97973       0.29584     -23.87594       0.73179   
 0.63200    4.94712    -23.51738      -55.67739      4.95583       0.29656     -23.93335       0.69809   
 0.63300    4.92357    -23.57174      -53.04934      4.93187       0.29724     -23.98799       0.66435   
 0.63400    4.89997    -23.62347      -50.42015      4.90785       0.29788     -24.03986       0.63059   
 0.63500    4.87632    -23.67258      -47.79069      4.88379       0.29850     -24.08896       0.59683   
 0.63600    4.85263    -23.71906      -45.16187      4.85968       0.29908     -24.13528       0.56307   
 0.63700    4.82889    -23.76290      -42.53458      4.83552       0.29962     -24.17883       0.52933   
 0.63800    4.80510    -23.80413      -39.90972      4.81132       0.30014     -24.21960       0.49562   
 0.63900    4.78128    -23.84272      -37.28818      4.78708       0.30062     -24.25761       0.46195   
 0.64000    4.75742    -23.87870      -34.67086      4.76281       0.30106     -24.29285       0.42834   
 0.64100    4.73352    -23.91207      -32.05865      4.73850       0.30147     -24.32533       0.39479   
 0.64200    4.70960    -23.94282      -29.45245      4.71416       0.30185     -24.35505       0.36132   
 0.64300    4.68564    -23.97098      -26.85316      4.68979       0.30219     -24.38203       0.32794   
 0.64400    4.66165    -23.99653      -24.26165      4.66539       0.30251     -24.40627       0.29466   
 0.64500    4.63765    -24.01950      -21.67882      4.64097       0.30278     -24.42778       0.26149   
 0.64600    4.61362    -24.03989      -19.10553      4.61654       0.30303     -24.44656       0.22845   
 0.64700    4.58957    -24.05772      -16.54267      4.59208       0.30324     -24.46264       0.19555   
 0.64800    4.56550    -24.07298      -13.99108      4.56761       0.30342     -24.47602       0.16280   
 0.64900    4.54142    -24.08570      -11.45164      4.54313       0.30357     -24.48672       0.13021   
 0.65000    4.51733    -24.09589       -8.92518      4.51864       0.30368     -24.49475       0.09779   
 0.65100    4.49323    -24.10356       -6.41254      4.49414       0.30376     -24.50013       0.06556   
 0.65200    4.46913    -24.10872       -3.91455      4.46964       0.30381     -24.50286       0.03352   
 0.65300    4.44501    -24.11139       -1.43202      4.44514       0.30383     -24.50298       0.00168   
 0.65400    4.42090    -24.11159        1.03424      4.42064       0.30382     -24.50049      -0.02994   
 0.65500    4.39679    -24.10933        3.48344      4.39614       0.30377     -24.49541      -0.06133   
 0.65600    4.37269    -24.10463        5.91481      4.37165       0.30369     -24.48778      -0.09248   
 0.65700    4.34858    -24.09751        8.32759      4.34716       0.30358     -24.47759      -0.12339   
 0.65800    4.32449    -24.08798       10.72102      4.32269       0.30345     -24.46489      -0.15404   
 0.65900    4.30041    -24.07607       13.09438      4.29823       0.30328     -24.44968      -0.18442   
 0.66000    4.27634    -24.06180       15.44695      4.27379       0.30308     -24.43200      -0.21452   
 0.66100    4.25229    -24.04518       17.77802      4.24937       0.30285     -24.41186      -0.24434   
 0.66200    4.22825    -24.02625       20.08692      4.22497       0.30259     -24.38930      -0.27386   
 0.66300    4.20423    -24.00502       22.37298      4.20059       0.30230     -24.36433      -0.30308   
 0.66400    4.18024    -23.98151       24.63556      4.17624       0.30198     -24.33699      -0.33199   
 0.66500    4.15627    -23.95575       26.87403      4.15192       0.30164     -24.30730      -0.36058   
 0.66600    4.13233    -23.92777       29.08778      4.12763       0.30126     -24.27528      -0.38883   
 0.66700    4.10842    -23.89759       31.27622      4.10337       0.30086     -24.24097      -0.41675   
 0.66800    4.08454    -23.86523       33.43878      4.07915       0.30043     -24.20439      -0.44433   
 0.66900    4.06069    -23.83072       35.57491      4.05496       0.29997     -24.16558      -0.47155   
 0.67000    4.03688    -23.79409       37.68409      4.03082       0.29949     -24.12457      -0.49842   
 0.67100    4.01310    -23.75536       39.76581      4.00671       0.29897     -24.08138      -0.52492   
 0.67200    3.98937    -23.71456       41.81958      3.98265       0.29844     -24.03605      -0.55105   
 0.67300    3.96567    -23.67173       43.84493      3.95864       0.29787     -23.98860      -0.57680   
 0.67400    3.94202    -23.62688       45.84143      3.93468       0.29728     -23.93908      -0.60218   
 0.67500    3.91842    -23.58006       47.80865      3.91076       0.29667     -23.88751      -0.62716   
 0.67600    3.89486    -23.53128       49.74619      3.88690       0.29603     -23.83392      -0.65175   
 0.67700    3.87136    -23.48057       51.65368      3.86310       0.29536     -23.77836      -0.67594   
 0.67800    3.84790    -23.42798       53.53075      3.83935       0.29468     -23.72085      -0.69973   
 0.67900    3.82450    -23.37352       55.37708      3.81566       0.29396     -23.66143      -0.72311   
 0.68000    3.80116    -23.31724       57.19234      3.79203       0.29323     -23.60013      -0.74609   
 0.68100    3.77787    -23.25915       58.97626      3.76846       0.29247     -23.53698      -0.76865   
 0.68200    3.75464    -23.19929       60.72856      3.74495       0.29169     -23.47203      -0.79079   
 0.68300    3.73147    -23.13770       62.44899      3.72151       0.29089     -23.40531      -0.81251   
 0.68400    3.70836    -23.07441       64.13734      3.69814       0.29007     -23.33685      -0.83381   
 0.68500    3.68532    -23.00944       65.79339      3.67484       0.28922     -23.26669      -0.85468   
 0.68600    3.66234    -22.94283       67.41697      3.65161       0.28836     -23.19486      -0.87513   
 0.68700    3.63944    -22.87462       69.00791      3.62845       0.28747     -23.12141      -0.89514   
 0.68800    3.61660    -22.80483       70.56608      3.60537       0.28657     -23.04636      -0.91473   
 0.68900    3.59383    -22.73349       72.09135      3.58236       0.28564     -22.96975      -0.93389   
 0.69000    3.57113    -22.66065       73.58364      3.55943       0.28470     -22.89162      -0.95261   
 0.69100    3.54851    -22.58634       75.04285      3.53658       0.28374     -22.81201      -0.97090   
 0.69200    3.52596    -22.51058       76.46893      3.51380       0.28276     -22.73095      -0.98875   
 0.69300    3.50349    -22.43341       77.86184      3.49111       0.28176     -22.64848      -1.00617   
 0.69400    3.48109    -22.35487       79.22157      3.46851       0.28075     -22.56463      -1.02316   
 0.69500    3.45878    -22.27498       80.54812      3.44599       0.27972     -22.47945      -1.03971   
 0.69600    3.43654    -22.19378       81.84150      3.42355       0.27867     -22.39296      -1.05583   
 0.69700    3.41439    -22.11131       83.10174      3.40120       0.27760     -22.30520      -1.07152   
 0.69800    3.39232    -22.02759       84.32891      3.37894       0.27652     -22.21621      -1.08678   
 0.69900    3.37033    -21.94266       85.52308      3.35677       0.27543     -22.12603      -1.10161   
 0.70000    3.34843    -21.85655       86.68434      3.33469       0.27432     -22.03469      -1.11601   
 0.70100    3.32662    -21.76930       87.81278      3.31270       0.27320     -21.94222      -1.12998   
 0.70200    3.30490    -21.68094       88.90855      3.29080       0.27206     -21.84867      -1.14353   
 0.70300    3.28326    -21.59150       89.97176      3.26900       0.27091     -21.75406      -1.15666   
 0.70400    3.26171    -21.50101       91.00258      3.24730       0.26975     -21.65843      -1.16937   
 0.70500    3.24026    -21.40950       92.00118      3.22569       0.26857     -21.56181      -1.18166   
 0.70600    3.21889    -21.31701       92.96774      3.20417       0.26739     -21.46425      -1.19354   
 0.70700    3.19762    -21.22358       93.90245      3.18276       0.26619     -21.36577      -1.20501   
 0.70800    3.17645    -21.12922       94.80553      3.16144       0.26498     -21.26641      -1.21606   
 0.70900    3.15537    -21.03398       95.67720      3.14023       0.26375     -21.16620      -1.22672   
 0.71000    3.13438    -20.93788       96.51769      3.11911       0.26252     -21.06518      -1.23697   
 0.71100    3.11349    -20.84095       97.32725      3.09810       0.26128     -20.96337      -1.24682   
 0.71200    3.09270    -20.74323       98.10615      3.07718       0.26003     -20.86081      -1.25628   
 0.71300    3.07200    -20.64475       98.85465      3.05637       0.25877     -20.75754      -1.26535   
 0.71400    3.05141    -20.54553       99.57304      3.03567       0.25750     -20.65358      -1.27403   
 0.71500    3.03091    -20.44561      100.26161      3.01507       0.25622     -20.54897      -1.28233   
 0.71600    3.01052    -20.34502      100.92065      2.99457       0.25493     -20.44373      -1.29026   
 0.71700    2.99022    -20.24378      101.55049      2.97418       0.25364     -20.33790      -1.29781   
 0.71800    2.97003    -20.14193      102.15143      2.95389       0.25234     -20.23151      -1.30499   
 0.71900    2.94994    -20.03949      102.72381      2.93372       0.25103     -20.12459      -1.31180   
 0.72000    2.92995    -19.93649      103.26796      2.91365       0.24971     -20.01716      -1.31826   
 0.72100    2.91007    -19.83296      103.78423      2.89368       0.24839     -19.90926      -1.32436   
 0.72200    2.89029    -19.72893      104.27296      2.87383       0.24707     -19.80092      -1.33011   
 0.72300    2.87061    -19.62442      104.73451      2.85408       0.24573     -19.69216      -1.33551   
 0.72400    2.85104    -19.51947      105.16925      2.83444       0.24440     -19.58301      -1.34057   
 0.72500    2.83157    -19.41409      105.57754      2.81492       0.24305     -19.47351      -1.34530   
 0.72600    2.81221    -19.30832      105.95976      2.79550       0.24170     -19.36366      -1.34970   
 0.72700    2.79295    -19.20218      106.31628      2.77619       0.24035     -19.25351      -1.35377   
 0.72800    2.77381    -19.09570      106.64749      2.75699       0.23900     -19.14308      -1.35753   
 0.72900    2.75476    -18.98890      106.95377      2.73790       0.23764     -19.03239      -1.36096   
 0.73000    2.73583    -18.88180      107.23551      2.71892       0.23628     -18.92148      -1.36409   
 0.73100    2.71700    -18.77443      107.49311      2.70006       0.23491     -18.81035      -1.36691   
 0.73200    2.69828    -18.66682      107.72696      2.68130       0.23354     -18.69905      -1.36944   
 0.73300    2.67967    -18.55899      107.93746      2.66266       0.23217     -18.58759      -1.37167   
 0.73400    2.66116    -18.45095      108.12502      2.64413       0.23080     -18.47599      -1.37361   
 0.73500    2.64276    -18.34275      108.29003      2.62571       0.22942     -18.36428      -1.37527   
 0.73600    2.62448    -18.23438      108.43289      2.60740       0.22805     -18.25249      -1.37666   
 0.73700    2.60630    -18.12589      108.55402      2.58920       0.22667     -18.14063      -1.37777   
 0.73800    2.58822    -18.01728      108.65382      2.57112       0.22529     -18.02872      -1.37861   
 0.73900    2.57026    -17.90859      108.73269      2.55315       0.22391     -17.91679      -1.37919   
 0.74000    2.55241    -17.79982      108.79104      2.53529       0.22253     -17.80485      -1.37952   
 0.74100    2.53466    -17.69101      108.82928      2.51754       0.22115     -17.69293      -1.37959   
 0.74200    2.51702    -17.58217      108.84781      2.49990       0.21978     -17.58105      -1.37942   
 0.74300    2.49950    -17.47332      108.84704      2.48237       0.21840     -17.46922      -1.37901   
 0.74400    2.48208    -17.36448      108.82737      2.46496       0.21702     -17.35747      -1.37836   
 0.74500    2.46477    -17.25567      108.78921      2.44766       0.21564     -17.24582      -1.37749   
 0.74600    2.44757    -17.14691      108.73295      2.43047       0.21426     -17.13427      -1.37639   
 0.74700    2.43047    -17.03821      108.65900      2.41339       0.21289     -17.02285      -1.37507   
 0.74800    2.41349    -16.92960      108.56776      2.39642       0.21151     -16.91158      -1.37354   
 0.74900    2.39662    -16.82108      108.45961      2.37957       0.21014     -16.80047      -1.37180   
 0.75000    2.37985    -16.71268      108.33496      2.36282       0.20877     -16.68954      -1.36985   
 0.75100    2.36319    -16.60442      108.19420      2.34619       0.20740     -16.57881      -1.36771   
 0.75200    2.34664    -16.49630      108.03770      2.32967       0.20603     -16.46828      -1.36537   
 0.75300    2.33020    -16.38835      107.86587      2.31325       0.20467     -16.35798      -1.36285   
 0.75400    2.31386    -16.28057      107.67907      2.29695       0.20331     -16.24792      -1.36014   
 0.75500    2.29764    -16.17300      107.47770      2.28076       0.20195     -16.13811      -1.35725   
 0.75600    2.28152    -16.06562      107.26213      2.26467       0.20059     -16.02857      -1.35419   
 0.75700    2.26550    -15.95848      107.03272      2.24870       0.19924     -15.91932      -1.35096   
 0.75800    2.24960    -15.85156      106.78985      2.23283       0.19789     -15.81035      -1.34756   
 0.75900    2.23380    -15.74490      106.53389      2.21708       0.19655     -15.70170      -1.34401   
 0.76000    2.21811    -15.63850      106.26518      2.20143       0.19520     -15.59336      -1.34030   
 0.76100    2.20252    -15.53237      105.98410      2.18589       0.19387     -15.48535      -1.33644   
 0.76200    2.18704    -15.42654      105.69100      2.17046       0.19253     -15.37769      -1.33243   
 0.76300    2.17167    -15.32100      105.38622      2.15514       0.19120     -15.27038      -1.32828   
 0.76400    2.15640    -15.21577      105.07011      2.13992       0.18987     -15.16343      -1.32399   
 0.76500    2.14124    -15.11086      104.74300      2.12481       0.18855     -15.05686      -1.31958   
 0.76600    2.12618    -15.00628      104.40525      2.10981       0.18724     -14.95068      -1.31503   
 0.76700    2.11123    -14.90205      104.05717      2.09491       0.18592     -14.84489      -1.31036   
 0.76800    2.09638    -14.79817      103.69909      2.08012       0.18461     -14.73950      -1.30556   
 0.76900    2.08163    -14.69466      103.33134      2.06543       0.18331     -14.63453      -1.30066   
 0.77000    2.06699    -14.59151      102.95423      2.05085       0.18201     -14.52998      -1.29564   
 0.77100    2.05245    -14.48875      102.56808      2.03637       0.18072     -14.42586      -1.29051   
 0.77200    2.03801    -14.38638      102.17320      2.02199       0.17943     -14.32217      -1.28527   
 0.77300    2.02367    -14.28441      101.76989      2.00772       0.17815     -14.21894      -1.27994   
 0.77400    2.00944    -14.18284      101.35844      1.99356       0.17687     -14.11615      -1.27451   
 0.77500    1.99531    -14.08169      100.93915      1.97949       0.17560     -14.01383      -1.26899   
 0.77600    1.98128    -13.98097      100.51232      1.96553       0.17433     -13.91198      -1.26337   
 0.77700    1.96735    -13.88067      100.07822      1.95167       0.17307     -13.81060      -1.25767   
 0.77800    1.95352    -13.78081       99.63713      1.93791       0.17182     -13.70970      -1.25189   
 0.77900    1.93978    -13.68140       99.18934      1.92425       0.17057     -13.60929      -1.24603   
 0.78000    1.92615    -13.58244       98.73510      1.91069       0.16933     -13.50937      -1.24010   
 0.78100    1.91262    -13.48393       98.27468      1.89723       0.16809     -13.40995      -1.23409   
 0.78200    1.89918    -13.38589       97.80835      1.88387       0.16686     -13.31104      -1.22801   
 0.78300    1.88585    -13.28832       97.33636      1.87061       0.16563     -13.21263      -1.22187   
 0.78400    1.87261    -13.19122       96.85895      1.85744       0.16442     -13.11473      -1.21566   
 0.78500    1.85947    -13.09460       96.37638      1.84438       0.16320     -13.01736      -1.20939   
 0.78600    1.84642    -12.99847       95.88888      1.83141       0.16200     -12.92050      -1.20307   
 0.78700    1.83347    -12.90282       95.39669      1.81854       0.16080     -12.82417      -1.19669   
 0.78800    1.82061    -12.80768       94.90004      1.80576       0.15960     -12.72837      -1.19026   
 0.78900    1.80785    -12.71303       94.39916      1.79308       0.15842     -12.63311      -1.18379   
 0.79000    1.79519    -12.61888       93.89426      1.78049       0.15724     -12.53838      -1.17727   
 0.79100    1.78261    -12.52524       93.38558      1.76800       0.15606     -12.44419      -1.17070   
 0.79200    1.77014    -12.43211       92.87331      1.75560       0.15489     -12.35055      -1.16410   
 0.79300    1.75775    -12.33949       92.35766      1.74330       0.15373     -12.25745      -1.15745   
 0.79400    1.74546    -12.24739       91.83884      1.73109       0.15258     -12.16490      -1.15077   
 0.79500    1.73326    -12.15582       91.31706      1.71897       0.15143     -12.07290      -1.14406   
 0.79600    1.72114    -12.06476       90.79249      1.70694       0.15029     -11.98145      -1.13732   
 0.79700    1.70913    -11.97423       90.26533      1.69501       0.14916     -11.89056      -1.13055   
 0.79800    1.69720    -11.88423       89.73577      1.68316       0.14803     -11.80022      -1.12376   
 0.79900    1.68536    -11.79476       89.20398      1.67141       0.14691     -11.71045      -1.11694   
 0.80000    1.67361    -11.70582       88.67015      1.65974       0.14580     -11.62123      -1.11010   
 0.80100    1.66194    -11.61742       88.13445      1.64816       0.14469     -11.53257      -1.10324   
 0.80200    1.65037    -11.52956       87.59704      1.63668       0.14359     -11.44448      -1.09636   
 0.80300    1.63889    -11.44223       87.05808      1.62527       0.14250     -11.35695      -1.08947   
 0.80400    1.62749    -11.35544       86.51775      1.61396       0.14141     -11.26998      -1.08257   
 0.80500    1.61617    -11.26919       85.97619      1.60273       0.14033     -11.18358      -1.07565   
 0.80600    1.60495    -11.18349       85.43356      1.59159       0.13926     -11.09774      -1.06872   
 0.80700    1.59381    -11.09833       84.89000      1.58054       0.13819     -11.01247      -1.06179   
 0.80800    1.58275    -11.01371       84.34566      1.56957       0.13714     -10.92776      -1.05485   
 0.80900    1.57178    -10.92964       83.80068      1.55868       0.13608     -10.84362      -1.04791   
 0.81000    1.56089    -10.84611       83.25520      1.54788       0.13504     -10.76005      -1.04096   
 0.81100    1.55009    -10.76312       82.70934      1.53716       0.13400     -10.67704      -1.03401   
 0.81200    1.53937    -10.68069       82.16324      1.52653       0.13297     -10.59460      -1.02706   
 0.81300    1.52873    -10.59880       81.61703      1.51597       0.13195     -10.51272      -1.02012   
 0.81400    1.51817    -10.51745       81.07083      1.50550       0.13093     -10.43141      -1.01318   
 0.81500    1.50769    -10.43666       80.52474      1.49511       0.12992     -10.35066      -1.00624   
 0.81600    1.49729    -10.35640       79.97890      1.48480       0.12892     -10.27047      -0.99931   
 0.81700    1.48698    -10.27670       79.43342      1.47457       0.12792     -10.19085      -0.99238   
 0.81800    1.47674    -10.19754       78.88839      1.46442       0.12693     -10.11179      -0.98547   
 0.81900    1.46658    -10.11892       78.34393      1.45435       0.12595     -10.03329      -0.97857   
 0.82000    1.45650    -10.04085       77.80014      1.44435       0.12498      -9.95535      -0.97167   
 0.82100    1.44650     -9.96332       77.25712      1.43443       0.12401      -9.87797      -0.96479   
 0.82200    1.43658     -9.88634       76.71496      1.42460       0.12305      -9.80114      -0.95793   
 0.82300    1.42673     -9.80989       76.17376      1.41483       0.12209      -9.72487      -0.95107   
 0.82400    1.41696     -9.73399       75.63361      1.40515       0.12115      -9.64916      -0.94424   
 0.82500    1.40726     -9.65862       75.09459      1.39553       0.12020      -9.57399      -0.93742   
 0.82600    1.39764     -9.58380       74.55680      1.38600       0.11927      -9.49938      -0.93062   
 0.82700    1.38809     -9.50951       74.02030      1.37653       0.11834      -9.42532      -0.92384   
 0.82800    1.37862     -9.43576       73.48519      1.36715       0.11742      -9.35180      -0.91708   
 0.82900    1.36922     -9.36254       72.95153      1.35783       0.11651      -9.27884      -0.91033   
 0.83000    1.35989     -9.28985       72.41940      1.34859       0.11560      -9.20641      -0.90361   
 0.83100    1.35064     -9.21770       71.88888      1.33942       0.11470      -9.13453      -0.89692   
 0.83200    1.34146     -9.14607       71.36003      1.33032       0.11381      -9.06318      -0.89024   
 0.83300    1.33235     -9.07498       70.83291      1.32129       0.11292      -8.99238      -0.88359   
 0.83400    1.32331     -9.00441       70.30759      1.31233       0.11204      -8.92211      -0.87697   
 0.83500    1.31434     -8.93436       69.78413      1.30345       0.11117      -8.85237      -0.87037   
 0.83600    1.30544     -8.86484       69.26260      1.29463       0.11030      -8.78317      -0.86380   
 0.83700    1.29661     -8.79584       68.74304      1.28588       0.10944      -8.71449      -0.85725   
 0.83800    1.28785     -8.72735       68.22552      1.27720       0.10859      -8.64634      -0.85073   
 0.83900    1.27915     -8.65939       67.71008      1.26859       0.10774      -8.57872      -0.84424   
 0.84000    1.27053     -8.59193       67.19678      1.26004       0.10690      -8.51161      -0.83778   
 0.84100    1.26197     -8.52499       66.68566      1.25156       0.10606      -8.44503      -0.83134   
 0.84200    1.25348     -8.45856       66.17677      1.24315       0.10524      -8.37896      -0.82494   
 0.84300    1.24505     -8.39264       65.67016      1.23481       0.10441      -8.31341      -0.81857   
 0.84400    1.23669     -8.32722       65.16586      1.22653       0.10360      -8.24837      -0.81222   
 0.84500    1.22840     -8.26230       64.66392      1.21831       0.10279      -8.18384      -0.80591   
 0.84600    1.22017     -8.19789       64.16438      1.21016       0.10199      -8.11981      -0.79963   
 0.84700    1.21200     -8.13397       63.66727      1.20207       0.10119      -8.05629      -0.79339   
 0.84800    1.20390     -8.07055       63.17263      1.19404       0.10040      -7.99327      -0.78717   
 0.84900    1.19586     -8.00763       62.68050      1.18608       0.09962      -7.93074      -0.78099   
 0.85000    1.18788     -7.94519       62.19089      1.17818       0.09884      -7.86872      -0.77484   
 0.85100    1.17997     -7.88325       61.70386      1.17035       0.09807      -7.80718      -0.76873   
 0.85200    1.17212     -7.82178       61.21942      1.16257       0.09730      -7.74614      -0.76265   
 0.85300    1.16433     -7.76081       60.73760      1.15485       0.09654      -7.68558      -0.75660   
 0.85400    1.15660     -7.70031       60.25842      1.14720       0.09579      -7.62551      -0.75059   
 0.85500    1.14893     -7.64029       59.78192      1.13960       0.09504      -7.56591      -0.74461   
 0.85600    1.14132     -7.58074       59.30811      1.13207       0.09430      -7.50680      -0.73867   
 0.85700    1.13376     -7.52167       58.83702      1.12459       0.09356      -7.44816      -0.73276   
 0.85800    1.12627     -7.46307       58.36866      1.11717       0.09283      -7.38999      -0.72689   
 0.85900    1.11884     -7.40493       57.90306      1.10981       0.09211      -7.33230      -0.72105   
 0.86000    1.11146     -7.34726       57.44023      1.10250       0.09139      -7.27507      -0.71525   
 0.86100    1.10414     -7.29005       56.98019      1.09526       0.09068      -7.21830      -0.70948   
 0.86200    1.09688     -7.23330       56.52295      1.08807       0.08997      -7.16200      -0.70376   
 0.86300    1.08968     -7.17700       56.06854      1.08093       0.08927      -7.10615      -0.69806   
 0.86400    1.08253     -7.12116       55.61695      1.07385       0.08857      -7.05076      -0.69241   
 0.86500    1.07543     -7.06577       55.16821      1.06683       0.08789      -6.99582      -0.68679   
 0.86600    1.06840     -7.01082       54.72232      1.05986       0.08720      -6.94133      -0.68121   
 0.86700    1.06141     -6.95632       54.27929      1.05295       0.08652      -6.88728      -0.67566   
 0.86800    1.05448     -6.90227       53.83913      1.04609       0.08585      -6.83367      -0.67015   
 0.86900    1.04761     -6.84865       53.40186      1.03928       0.08518      -6.78051      -0.66468   
 0.87000    1.04079     -6.79546       52.96747      1.03253       0.08452      -6.72778      -0.65925   
 0.87100    1.03402     -6.74271       52.53597      1.02583       0.08386      -6.67549      -0.65385   
 0.87200    1.02730     -6.69039       52.10737      1.01918       0.08321      -6.62363      -0.64849   
 0.87300    1.02064     -6.63849       51.68168      1.01258       0.08257      -6.57219      -0.64316   
 0.87400    1.01402     -6.58702       51.25888      1.00603       0.08193      -6.52118      -0.63788   
 0.87500    1.00746     -6.53597       50.83900      0.99954       0.08129      -6.47059      -0.63263   
 0.87600    1.00095     -6.48534       50.42202      0.99309       0.08066      -6.42042      -0.62742   
 0.87700    0.99449     -6.43513       50.00795      0.98669       0.08004      -6.37066      -0.62224   
 0.87800    0.98808     -6.38533       49.59679      0.98035       0.07942      -6.32132      -0.61710   
 0.87900    0.98172     -6.33594       49.18854      0.97405       0.07880      -6.27239      -0.61200   
 0.88000    0.97541     -6.28695       48.78320      0.96780       0.07819      -6.22386      -0.60694   
 0.88100    0.96915     -6.23837       48.38076      0.96160       0.07759      -6.17573      -0.60191   
 0.88200    0.96293     -6.19019       47.98122      0.95545       0.07699      -6.12801      -0.59692   
 0.88300    0.95677     -6.14240       47.58459      0.94935       0.07639      -6.08068      -0.59196   
 0.88400    0.95065     -6.09502       47.19085      0.94329       0.07580      -6.03375      -0.58705   
 0.88500    0.94458     -6.04802       46.80000      0.93728       0.07522      -5.98721      -0.58217   
 0.88600    0.93855     -6.00142       46.41204      0.93132       0.07464      -5.94106      -0.57732   
 0.88700    0.93257     -5.95520       46.02696      0.92540       0.07407      -5.89529      -0.57252   
 0.88800    0.92664     -5.90936       45.64476      0.91953       0.07350      -5.84991      -0.56775   
